OriginalOrder,Date,Year,Month,Julian,max.F,min.F,precip.in,max.C,min.C,precip.mm,mean.C,rain.mm,snow.mm,SnowDepth.mm
36309,6/16/2003,2003,Jun,167,69,34,0.4,20.55555556,1.111111111,10.16,10.83333333,10.15290884,0.007091159,NA
36310,6/17/2003,2003,Jun,168,71,37,0,21.66666667,2.777777778,0,12.22222222,0,0,NA
36311,6/18/2003,2003,Jun,169,72,36,0.65,22.22222222,2.222222222,16.51,12.22222222,16.50620489,0.003795112,NA
36312,6/19/2003,2003,Jun,170,74,39,0,23.33333333,3.888888889,0,13.61111111,0,0,NA
36313,6/20/2003,2003,Jun,171,73,42,NA,22.77777778,5.555555556,NA,14.16666667,NA,NA,NA
36314,6/21/2003,2003,Jun,172,66,33,0.11,18.88888889,0.555555556,2.794,9.722222222,2.78926134,0.00473866,NA
36315,6/22/2003,2003,Jun,173,52,30,0,11.11111111,-1.111111111,0,5,0,0,NA
36316,6/23/2003,2003,Jun,174,44,24,0.12,6.666666667,-4.444444444,3.048,1.111111111,1.142796062,1.905203938,NA
36317,6/24/2003,2003,Jun,175,49,29,0.01,9.444444444,-1.666666667,0.254,3.888888889,0.215133008,0.038866992,NA
36318,6/25/2003,2003,Jun,176,47,24,0.02,8.333333333,-4.444444444,0.508,1.944444444,0.273715815,0.234284185,711.2
36319,6/26/2003,2003,Jun,177,52,29,0.01,11.11111111,-1.666666667,0.254,4.722222222,0.232439712,0.021560288,NA
36320,6/27/2003,2003,Jun,178,63,31,0,17.22222222,-0.555555556,0,8.333333333,0,0,NA
36321,6/28/2003,2003,Jun,179,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36322,6/29/2003,2003,Jun,180,68,34,0,20,1.111111111,0,10.55555556,0,0,NA
36323,6/30/2003,2003,Jun,181,NA,NA,0,NA,NA,0,NA,NA,NA,889
36324,7/1/2003,2003,Jul,182,76,37,0,24.44444444,2.777777778,0,13.61111111,0,0,863.6
36325,7/2/2003,2003,Jul,183,NA,NA,0,NA,NA,0,NA,NA,NA,863.6
36326,7/3/2003,2003,Jul,184,77,34,0,25,1.111111111,0,13.05555556,0,0,863.6
36327,7/4/2003,2003,Jul,185,73,35,0,22.77777778,1.666666667,0,12.22222222,0,0,NA
36328,7/5/2003,2003,Jul,186,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36329,7/6/2003,2003,Jul,187,72,35,0,22.22222222,1.666666667,0,11.94444444,0,0,NA
36330,7/7/2003,2003,Jul,188,72,36,0,22.22222222,2.222222222,0,12.22222222,0,0,NA
36331,7/8/2003,2003,Jul,189,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36332,7/9/2003,2003,Jul,190,74,34,0,23.33333333,1.111111111,0,12.22222222,0,0,NA
36333,7/10/2003,2003,Jul,191,73,36,0,22.77777778,2.222222222,0,12.5,0,0,NA
36334,7/11/2003,2003,Jul,192,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36335,7/12/2003,2003,Jul,193,92,41,0,33.33333333,5,0,19.16666667,0,0,NA
36336,7/13/2003,2003,Jul,194,92,42,0,33.33333333,5.555555556,0,19.44444444,0,0,NA
36337,7/14/2003,2003,Jul,195,82,38,0,27.77777778,3.333333333,0,15.55555556,0,0,NA
36338,7/15/2003,2003,Jul,196,77,39,0,25,3.888888889,0,14.44444444,0,0,NA
36339,7/16/2003,2003,Jul,197,84,42,0,28.88888889,5.555555556,0,17.22222222,0,0,NA
36340,7/17/2003,2003,Jul,198,86,43,0,30,6.111111111,0,18.05555556,0,0,NA
36341,7/18/2003,2003,Jul,199,78,47,0,25.55555556,8.333333333,0,16.94444444,0,0,NA
36342,7/19/2003,2003,Jul,200,79,39,0.35,26.11111111,3.888888889,8.89,15,8.889778502,0.000221498,NA
36343,7/20/2003,2003,Jul,201,81,46,NA,27.22222222,7.777777778,NA,17.5,NA,NA,NA
36344,7/21/2003,2003,Jul,202,85,46,0,29.44444444,7.777777778,0,18.61111111,0,0,NA
36345,7/22/2003,2003,Jul,203,81,42,0,27.22222222,5.555555556,0,16.38888889,0,0,NA
36346,7/23/2003,2003,Jul,204,88,45,0,31.11111111,7.222222222,0,19.16666667,0,0,NA
36347,7/24/2003,2003,Jul,205,86,51,0,30,10.55555556,0,20.27777778,0,0,NA
36348,7/25/2003,2003,Jul,206,85,52,0.03,29.44444444,11.11111111,0.762,20.27777778,0.761999722,2.78E-07,NA
36349,7/26/2003,2003,Jul,207,77,47,0,25,8.333333333,0,16.66666667,0,0,NA
36350,7/27/2003,2003,Jul,208,75,38,0.03,23.88888889,3.333333333,0.762,13.61111111,0.76194233,5.77E-05,NA
36351,7/28/2003,2003,Jul,209,74,41,0,23.33333333,5,0,14.16666667,0,0,NA
36352,7/29/2003,2003,Jul,210,79,41,NA,26.11111111,5,NA,15.55555556,NA,NA,NA
36353,7/30/2003,2003,Jul,211,79,39,0,26.11111111,3.888888889,0,15,0,0,NA
36354,7/31/2003,2003,Jul,212,83,48,0,28.33333333,8.888888889,0,18.61111111,0,0,NA
36355,8/1/2003,2003,Aug,213,80,42,0.02,26.66666667,5.555555556,0.508,16.11111111,0.507994796,5.20E-06,NA
36356,8/2/2003,2003,Aug,214,81,42,0.02,27.22222222,5.555555556,0.508,16.38888889,0.507995833,4.17E-06,NA
36357,8/3/2003,2003,Aug,215,83,50,0,28.33333333,10,0,19.16666667,0,0,NA
36358,8/4/2003,2003,Aug,216,76,46,0.09,24.44444444,7.777777778,2.286,16.11111111,2.285976584,2.34E-05,NA
36359,8/5/2003,2003,Aug,217,62,39,0.23,16.66666667,3.888888889,5.842,10.27777778,5.835643248,0.006356752,NA
36360,8/6/2003,2003,Aug,218,76,43,0.03,24.44444444,6.111111111,0.762,15.27777778,0.761984798,1.52E-05,25.4
36361,8/7/2003,2003,Aug,219,81,39,0,27.22222222,3.888888889,0,15.55555556,0,0,NA
36362,8/8/2003,2003,Aug,220,82,40,0,27.77777778,4.444444444,0,16.11111111,0,0,NA
36363,8/9/2003,2003,Aug,221,77,47,0,25,8.333333333,0,16.66666667,0,0,NA
36364,8/10/2003,2003,Aug,222,78,41,0,25.55555556,5,0,15.27777778,0,0,NA
36365,8/11/2003,2003,Aug,223,78,47,0.12,25.55555556,8.333333333,3.048,16.94444444,3.04798397,1.60E-05,NA
36366,8/12/2003,2003,Aug,224,82,45,0.01,27.77777778,7.222222222,0.254,17.5,0.253999144,8.56E-07,NA
36367,8/13/2003,2003,Aug,225,85,41,0,29.44444444,5,0,17.22222222,0,0,NA
36368,8/14/2003,2003,Aug,226,84,44,0,28.88888889,6.666666667,0,17.77777778,0,0,NA
36369,8/15/2003,2003,Aug,227,88,47,0,31.11111111,8.333333333,0,19.72222222,0,0,NA
36370,8/16/2003,2003,Aug,228,79,41,0,26.11111111,5,0,15.55555556,0,0,NA
36371,8/17/2003,2003,Aug,229,79,38,0,26.11111111,3.333333333,0,14.72222222,0,0,NA
36372,8/18/2003,2003,Aug,230,60,32,0.08,15.55555556,0,2.032,7.777777778,2.015775265,0.016224735,NA
36373,8/19/2003,2003,Aug,231,72,35,0.01,22.22222222,1.666666667,0.254,11.94444444,0.253927088,7.29E-05,NA
36374,8/20/2003,2003,Aug,232,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36375,8/21/2003,2003,Aug,233,81,44,0,27.22222222,6.666666667,0,16.94444444,0,0,NA
36376,8/22/2003,2003,Aug,234,79,46,0.09,26.11111111,7.777777778,2.286,16.94444444,2.285987978,1.20E-05,NA
36377,8/23/2003,2003,Aug,235,72,40,0.08,22.22222222,4.444444444,2.032,13.33333333,2.031807947,0.000192053,NA
36378,8/24/2003,2003,Aug,236,71,40,0,21.66666667,4.444444444,0,13.05555556,0,0,NA
36379,8/25/2003,2003,Aug,237,76,40,0,24.44444444,4.444444444,0,14.44444444,0,0,NA
36380,8/26/2003,2003,Aug,238,78,38,0,25.55555556,3.333333333,0,14.44444444,0,0,NA
36381,8/27/2003,2003,Aug,239,79,37,0,26.11111111,2.777777778,0,14.44444444,0,0,NA
36382,8/28/2003,2003,Aug,240,66,41,0.01,18.88888889,5,0.254,11.94444444,0.253927088,7.29E-05,NA
36383,8/29/2003,2003,Aug,241,67,37,0.05,19.44444444,2.777777778,1.27,11.11111111,1.269290132,0.000709868,NA
36384,8/30/2003,2003,Aug,242,57,37,0.17,13.88888889,2.777777778,4.318,8.333333333,4.295830146,0.022169854,NA
36385,8/31/2003,2003,Aug,243,58,37,0,14.44444444,2.777777778,0,8.611111111,0,0,NA
36386,9/1/2003,2003,Sep,244,68,36,0,20,2.222222222,0,11.11111111,0,0,NA
36387,9/2/2003,2003,Sep,245,75,36,0,23.88888889,2.222222222,0,13.05555556,0,0,NA
36388,9/3/2003,2003,Sep,246,71,35,0,21.66666667,1.666666667,0,11.66666667,0,0,NA
36389,9/4/2003,2003,Sep,247,75,38,0,23.88888889,3.333333333,0,13.61111111,0,0,NA
36390,9/5/2003,2003,Sep,248,81,39,0,27.22222222,3.888888889,0,15.55555556,0,0,NA
36391,9/6/2003,2003,Sep,249,62,43,0.34,16.66666667,6.111111111,8.636,11.38888889,8.632134326,0.003865674,NA
36392,9/7/2003,2003,Sep,250,62,40,0.05,16.66666667,4.444444444,1.27,10.55555556,1.268893219,0.001106781,NA
36393,9/8/2003,2003,Sep,251,68,38,0.07,20,3.333333333,1.778,11.66666667,1.777362657,0.000637343,NA
36394,9/9/2003,2003,Sep,252,49,23,0.12,9.444444444,-5,3.048,2.222222222,1.808491232,1.239508768,NA
36395,9/10/2003,2003,Sep,253,53,29,0.15,11.66666667,-1.666666667,3.81,5,3.546582618,0.263417382,NA
36396,9/11/2003,2003,Sep,254,44,29,0.08,6.666666667,-1.666666667,2.032,2.5,1.311973614,0.720026386,NA
36397,9/12/2003,2003,Sep,255,NA,31,0.03,NA,-0.555555556,0.762,NA,NA,NA,NA
36398,9/13/2003,2003,Sep,256,47,21,0,8.333333333,-6.111111111,0,1.111111111,0,0,NA
36399,9/14/2003,2003,Sep,257,48,19,0,8.888888889,-7.222222222,0,0.833333333,0,0,NA
36400,9/15/2003,2003,Sep,258,58,25,0,14.44444444,-3.888888889,0,5.277777778,0,0,NA
36401,9/16/2003,2003,Sep,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36402,9/17/2003,2003,Sep,260,63,22,0,17.22222222,-5.555555556,0,5.833333333,0,0,NA
36403,9/18/2003,2003,Sep,261,40,19,0,4.444444444,-7.222222222,0,-1.388888889,0,0,NA
36404,9/19/2003,2003,Sep,262,48,22,0,8.888888889,-5.555555556,0,1.666666667,0,0,NA
36405,9/20/2003,2003,Sep,263,55,22,0,12.77777778,-5.555555556,0,3.611111111,0,0,NA
36406,9/21/2003,2003,Sep,264,58,24,0,14.44444444,-4.444444444,0,5,0,0,NA
36407,9/22/2003,2003,Sep,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36408,9/23/2003,2003,Sep,266,66,25,0,18.88888889,-3.888888889,0,7.5,0,0,NA
36409,9/24/2003,2003,Sep,267,67,28,0,19.44444444,-2.222222222,0,8.611111111,0,0,NA
36410,9/25/2003,2003,Sep,268,67,32,0,19.44444444,0,0,9.722222222,0,0,NA
36411,9/26/2003,2003,Sep,269,66,32,0,18.88888889,0,0,9.444444444,0,0,NA
36412,9/27/2003,2003,Sep,270,69,29,0,20.55555556,-1.666666667,0,9.444444444,0,0,NA
36413,9/28/2003,2003,Sep,271,68,27,0,20,-2.777777778,0,8.611111111,0,0,NA
36414,9/29/2003,2003,Sep,272,69,32,0,20.55555556,0,0,10.27777778,0,0,NA
36415,9/30/2003,2003,Sep,273,62,22,0,16.66666667,-5.555555556,0,5.555555556,0,0,NA
36416,10/1/2003,2003,Oct,274,64,21,0,17.77777778,-6.111111111,0,5.833333333,0,0,NA
36417,10/2/2003,2003,Oct,275,67,30,0,19.44444444,-1.111111111,0,9.166666667,0,0,NA
36418,10/3/2003,2003,Oct,276,68,24,0,20,-4.444444444,0,7.777777778,0,0,NA
36419,10/4/2003,2003,Oct,277,66,24,0,18.88888889,-4.444444444,0,7.222222222,0,0,NA
36420,10/5/2003,2003,Oct,278,65,27,0,18.33333333,-2.777777778,0,7.777777778,0,0,NA
36421,10/6/2003,2003,Oct,279,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36422,10/7/2003,2003,Oct,280,65,28,0,18.33333333,-2.222222222,0,8.055555556,0,0,NA
36423,10/8/2003,2003,Oct,281,64,32,NA,17.77777778,0,NA,8.888888889,NA,NA,NA
36424,10/9/2003,2003,Oct,282,61,32,0,16.11111111,0,0,8.055555556,0,0,NA
36425,10/10/2003,2003,Oct,283,64,29,0.6,17.77777778,-1.666666667,15.24,8.055555556,15.14240658,0.097593415,NA
36426,10/11/2003,2003,Oct,284,35,15,NA,1.666666667,-9.444444444,NA,-3.888888889,NA,NA,NA
36427,10/12/2003,2003,Oct,285,41,26,0.04,5,-3.333333333,1.016,0.833333333,0.329655096,0.686344904,NA
36428,10/13/2003,2003,Oct,286,47,22,NA,8.333333333,-5.555555556,NA,1.388888889,NA,NA,NA
36429,10/14/2003,2003,Oct,287,42,21,0,5.555555556,-6.111111111,0,-0.277777778,0,0,NA
36430,10/15/2003,2003,Oct,288,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36431,10/16/2003,2003,Oct,289,45,21,0.11,7.222222222,-6.111111111,2.794,0.555555556,0.776086386,2.017913614,NA
36432,10/17/2003,2003,Oct,290,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36433,10/18/2003,2003,Oct,291,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36434,10/19/2003,2003,Oct,292,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36435,10/20/2003,2003,Oct,293,62,28,0,16.66666667,-2.222222222,0,7.222222222,0,0,NA
36436,10/21/2003,2003,Oct,294,63,32,0,17.22222222,0,0,8.611111111,0,0,NA
36437,10/22/2003,2003,Oct,295,66,24,0,18.88888889,-4.444444444,0,7.222222222,0,0,NA
36438,10/23/2003,2003,Oct,296,67,25,0,19.44444444,-3.888888889,0,7.777777778,0,0,NA
36439,10/24/2003,2003,Oct,297,56,17,0,13.33333333,-8.333333333,0,2.5,0,0,NA
36440,10/25/2003,2003,Oct,298,41,10,0,5,-12.22222222,0,-3.611111111,0,0,NA
36441,10/26/2003,2003,Oct,299,62,12,0,16.66666667,-11.11111111,0,2.777777778,0,0,NA
36442,10/27/2003,2003,Oct,300,NA,22,0,NA,-5.555555556,0,NA,NA,NA,NA
36443,10/28/2003,2003,Oct,301,46,22,0,7.777777778,-5.555555556,0,1.111111111,0,0,NA
36444,10/29/2003,2003,Oct,302,44,29,0.43,6.666666667,-1.666666667,10.922,2.5,7.051858177,3.870141823,NA
36445,10/30/2003,2003,Oct,303,31,6,NA,-0.555555556,-14.44444444,NA,-7.5,NA,NA,NA
36446,10/31/2003,2003,Oct,304,23,2,0.07,-5,-16.66666667,1.778,-10.83333333,7.55E-05,1.777924488,NA
36447,11/1/2003,2003,Nov,305,26,0,NA,-3.333333333,-17.77777778,NA,-10.55555556,NA,NA,NA
36448,11/2/2003,2003,Nov,306,27,2,NA,-2.777777778,-16.66666667,NA,-9.722222222,NA,NA,NA
36449,11/3/2003,2003,Nov,307,30,9,0,-1.111111111,-12.77777778,0,-6.944444444,0,0,NA
36450,11/4/2003,2003,Nov,308,28,7,0.11,-2.222222222,-13.88888889,2.794,-8.055555556,0.001094605,2.792905395,NA
36451,11/5/2003,2003,Nov,309,15,-7,0.05,-9.444444444,-21.66666667,1.27,-15.55555556,1.23E-06,1.269998766,NA
36452,11/6/2003,2003,Nov,310,19,-5,0,-7.222222222,-20.55555556,0,-13.88888889,0,0,NA
36453,11/7/2003,2003,Nov,311,28,0,0,-2.222222222,-17.77777778,0,-10,0,0,NA
36454,11/8/2003,2003,Nov,312,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36455,11/9/2003,2003,Nov,313,NA,NA,0,NA,NA,0,NA,NA,NA,NA
36456,11/10/2003,2003,Nov,314,38,3,0.19,3.333333333,-16.11111111,4.826,-6.388888889,0.007164773,4.818835227,NA
36457,11/11/2003,2003,Nov,315,42,21,0.07,5.555555556,-6.111111111,1.778,-0.277777778,0.293189758,1.484810242,NA
36458,11/12/2003,2003,Nov,316,NA,NA,0.35,NA,NA,8.89,NA,NA,NA,NA
36459,11/13/2003,2003,Nov,317,37,2,0,2.777777778,-16.66666667,0,-6.944444444,0,0,NA
36460,11/14/2003,2003,Nov,318,34,11,0.11,1.111111111,-11.66666667,2.794,-5.277777778,0.010068354,2.783931646,NA
36461,11/15/2003,2003,Nov,319,NA,NA,S,NA,NA,NA,NA,NA,NA,NA
36462,11/16/2003,2003,Nov,320,29,16,0.10A,-1.666666667,-8.888888889,NA,-5.277777778,NA,NA,NA
36463,11/17/2003,2003,Nov,321,31,16,0.22,-0.555555556,-8.888888889,5.588,-4.722222222,0.031342477,5.556657523,NA
36464,11/18/2003,2003,Nov,322,28,10,0.01,-2.222222222,-12.22222222,0.254,-7.222222222,0.000193746,0.253806254,NA
36465,11/19/2003,2003,Nov,323,31,18,0.01,-0.555555556,-7.777777778,0.254,-4.166666667,0.002214978,0.251785022,NA
36466,11/20/2003,2003,Nov,324,42,22,0.09,5.555555556,-5.555555556,2.286,0,0.452207631,1.833792369,NA
36467,11/21/2003,2003,Nov,325,26,10,0.16,-3.333333333,-12.22222222,4.064,-7.777777778,0.001988164,4.062011836,NA
36468,11/22/2003,2003,Nov,326,NA,NA,S,NA,NA,NA,NA,NA,NA,NA
36469,11/23/2003,2003,Nov,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36470,11/24/2003,2003,Nov,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36471,11/25/2003,2003,Nov,329,22,-10,0.07A,-5.555555556,-23.33333333,NA,-14.44444444,NA,NA,NA
36472,11/26/2003,2003,Nov,330,17,2,0.03,-8.333333333,-16.66666667,0.762,-12.5,8.53E-06,0.761991469,NA
36473,11/27/2003,2003,Nov,331,25,-1,NA,-3.888888889,-18.33333333,NA,-11.11111111,NA,NA,NA
36474,11/28/2003,2003,Nov,332,24,2,0.01,-4.444444444,-16.66666667,0.254,-10.55555556,1.35E-05,0.253986528,NA
36475,11/29/2003,2003,Nov,333,30,8,NA,-1.111111111,-13.33333333,NA,-7.222222222,NA,NA,NA
36476,11/30/2003,2003,Nov,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36477,12/1/2003,2003,Dec,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36478,12/2/2003,2003,Dec,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36479,12/3/2003,2003,Dec,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36480,12/4/2003,2003,Dec,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36481,12/5/2003,2003,Dec,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36482,12/6/2003,2003,Dec,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36483,12/7/2003,2003,Dec,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36484,12/8/2003,2003,Dec,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36485,12/9/2003,2003,Dec,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36486,12/10/2003,2003,Dec,344,27,5,0.07,-2.777777778,-15,1.778,-8.888888889,0.000357697,1.777642303,NA
36487,12/11/2003,2003,Dec,345,NA,NA,S,NA,NA,NA,NA,NA,NA,NA
36488,12/12/2003,2003,Dec,346,23,5,0.12A,-5,-15,NA,-10,NA,NA,NA
36489,12/13/2003,2003,Dec,347,21,10,0.08,-6.111111111,-12.22222222,2.032,-9.166666667,0.000327352,2.031672648,NA
36490,12/14/2003,2003,Dec,348,29,13,0.21,-1.666666667,-10.55555556,5.334,-6.111111111,0.009885932,5.324114068,NA
36491,12/15/2003,2003,Dec,349,30,-1,0.12,-1.111111111,-18.33333333,3.048,-9.722222222,0.000314856,3.047685144,NA
36492,12/16/2003,2003,Dec,350,17,2,0.02,-8.333333333,-16.66666667,0.508,-12.5,5.69E-06,0.507994313,NA
36493,12/17/2003,2003,Dec,351,20,7,0,-6.666666667,-13.88888889,0,-10.27777778,0,0,NA
36494,12/18/2003,2003,Dec,352,29,2,0,-1.666666667,-16.66666667,0,-9.166666667,0,0,NA
36495,12/19/2003,2003,Dec,353,32,4,0,0,-15.55555556,0,-7.777777778,0,0,NA
36496,12/20/2003,2003,Dec,354,34,4,0,1.111111111,-15.55555556,0,-7.222222222,0,0,NA
36497,12/21/2003,2003,Dec,355,34,7,0.05,1.111111111,-13.88888889,1.27,-6.388888889,0.001885467,1.268114533,NA
36498,12/22/2003,2003,Dec,356,29,2,NA,-1.666666667,-16.66666667,NA,-9.166666667,NA,NA,NA
36499,12/23/2003,2003,Dec,357,31,-10,0,-0.555555556,-23.33333333,0,-11.94444444,0,0,NA
36500,12/24/2003,2003,Dec,358,31,-4,0,-0.555555556,-20,0,-10.27777778,0,0,NA
36501,12/25/2003,2003,Dec,359,29,2,0.08,-1.666666667,-16.66666667,2.032,-9.166666667,0.000327352,2.031672648,NA
36502,12/26/2003,2003,Dec,360,31,12,0.08,-0.555555556,-11.11111111,2.032,-5.833333333,0.004701083,2.027298917,NA
36503,12/27/2003,2003,Dec,361,26,6,0.11,-3.333333333,-14.44444444,2.794,-8.888888889,0.000562096,2.793437904,NA
36504,12/28/2003,2003,Dec,362,12,-4,0.03,-11.11111111,-20,0.762,-15.55555556,7.40E-07,0.76199926,NA
36505,12/29/2003,2003,Dec,363,12,-5,0.1,-11.11111111,-20.55555556,2.54,-15.83333333,1.98E-06,2.539998024,NA
36506,12/30/2003,2003,Dec,364,20,7,0.45,-6.666666667,-13.88888889,11.43,-10.27777778,0.000757076,11.42924292,NA
36507,12/31/2003,2003,Dec,365,21,4,0.08,-6.111111111,-15.55555556,2.032,-10.83333333,8.63E-05,2.031913701,NA
36508,1/1/2004,2004,Jan,1,25,NA,0.24,-3.888888889,NA,6.096,NA,NA,NA,NA
36509,1/2/2004,2004,Jan,2,26,5,0.46,-3.333333333,-15,11.684,-9.166666667,0.001882275,11.68211772,NA
36510,1/3/2004,2004,Jan,3,26,-1,0.12,-3.333333333,-18.33333333,3.048,-10.83333333,0.000129449,3.047870551,NA
36511,1/4/2004,2004,Jan,4,14,-10,0.06,-10,-23.33333333,1.524,-16.66666667,6.09E-07,1.523999391,NA
36512,1/5/2004,2004,Jan,5,21,-25,0.02,-6.111111111,-31.66666667,0.508,-18.88888889,3.43E-08,0.507999966,NA
36513,1/6/2004,2004,Jan,6,3,-26,0,-16.11111111,-32.22222222,0,-24.16666667,0,0,NA
36514,1/7/2004,2004,Jan,7,13,-19,0.04,-10.55555556,-28.33333333,1.016,-19.44444444,4.40E-08,1.015999956,NA
36515,1/8/2004,2004,Jan,8,20,9,0.23,-6.666666667,-12.77777778,5.842,-9.722222222,0.000603474,5.841396526,NA
36516,1/9/2004,2004,Jan,9,27,15,0.01,-2.777777778,-9.444444444,0.254,-6.111111111,0.000470759,0.253529241,NA
36517,1/10/2004,2004,Jan,10,37,0,0,2.777777778,-17.77777778,0,-7.5,0,0,NA
36518,1/11/2004,2004,Jan,11,27,2,0,-2.777777778,-16.66666667,0,-9.722222222,0,0,NA
36519,1/12/2004,2004,Jan,12,35,-1,0,1.666666667,-18.33333333,0,-8.333333333,0,0,NA
36520,1/13/2004,2004,Jan,13,35,-2,0,1.666666667,-18.88888889,0,-8.611111111,0,0,NA
36521,1/14/2004,2004,Jan,14,24,-2,0,-4.444444444,-18.88888889,0,-11.66666667,0,0,NA
36522,1/15/2004,2004,Jan,15,33,-5,0,0.555555556,-20.55555556,0,-10,0,0,NA
36523,1/16/2004,2004,Jan,16,40,NA,0.04,4.444444444,NA,1.016,NA,NA,NA,NA
36524,1/17/2004,2004,Jan,17,31,-6,0,-0.555555556,-21.11111111,0,-10.83333333,0,0,NA
36525,1/18/2004,2004,Jan,18,27,-10,0,-2.777777778,-23.33333333,0,-13.05555556,0,0,NA
36526,1/19/2004,2004,Jan,19,36,-11,0.03,2.222222222,-23.88888889,0.762,-10.83333333,3.24E-05,0.761967638,NA
36527,1/20/2004,2004,Jan,20,22,6,0.02,-5.555555556,-14.44444444,0.508,-10,4.20E-05,0.50795798,NA
36528,1/21/2004,2004,Jan,21,31,-9,0.01,-0.555555556,-22.77777778,0.254,-11.66666667,5.54E-06,0.253994461,NA
36529,1/22/2004,2004,Jan,22,25,-10,NA,-3.888888889,-23.33333333,NA,-13.61111111,NA,NA,NA
36530,1/23/2004,2004,Jan,23,29,-10,0,-1.666666667,-23.33333333,0,-12.5,0,0,NA
36531,1/24/2004,2004,Jan,24,25,5,0.12,-3.888888889,-15,3.048,-9.444444444,0.000393197,3.047606803,NA
36532,1/25/2004,2004,Jan,25,25,7,0.15,-3.888888889,-13.88888889,3.81,-8.888888889,0.000766494,3.809233506,NA
36533,1/26/2004,2004,Jan,26,18,-8,0.04,-7.777777778,-22.22222222,1.016,-15,1.54E-06,1.015998461,NA
36534,1/27/2004,2004,Jan,27,16,-4,0.04,-8.888888889,-20,1.016,-14.44444444,2.40E-06,1.015997599,NA
36535,1/28/2004,2004,Jan,28,19,10,0.03,-7.222222222,-12.22222222,0.762,-9.722222222,7.87E-05,0.761921286,NA
36536,1/29/2004,2004,Jan,29,25,16,0.06,-3.888888889,-8.888888889,1.524,-6.388888889,0.00226256,1.52173744,NA
36537,1/30/2004,2004,Jan,30,28,16,0.11,-2.222222222,-8.888888889,2.794,-5.555555556,0.008067901,2.785932099,NA
36538,1/31/2004,2004,Jan,31,30,-2,0.37,-1.111111111,-18.88888889,9.398,-10,0.000777376,9.397222624,NA
36539,2/1/2004,2004,Feb,32,18,-7,0.03,-7.777777778,-21.66666667,0.762,-14.72222222,1.44E-06,0.761998558,NA
36540,2/2/2004,2004,Feb,33,14,-14,0.05,-10,-25.55555556,1.27,-17.77777778,2.09E-07,1.269999791,NA
36541,2/3/2004,2004,Feb,34,16,-15,0.05,-8.888888889,-26.11111111,1.27,-17.5,2.60E-07,1.26999974,NA
36542,2/4/2004,2004,Feb,35,33,-5,0,0.555555556,-20.55555556,0,-10,0,0,NA
36543,2/5/2004,2004,Feb,36,26,-5,0,-3.333333333,-20.55555556,0,-11.94444444,0,0,NA
36544,2/6/2004,2004,Feb,37,25,4,0.01,-3.888888889,-15.55555556,0.254,-9.722222222,2.62E-05,0.253973762,NA
36545,2/7/2004,2004,Feb,38,20,-1,0.01,-6.666666667,-18.33333333,0.254,-12.5,2.84E-06,0.253997156,NA
36546,2/8/2004,2004,Feb,39,20,3,0.04,-6.666666667,-16.11111111,1.016,-11.38888889,2.77E-05,1.015972333,NA
36547,2/9/2004,2004,Feb,40,22,-2,0.02,-5.555555556,-18.88888889,0.508,-12.22222222,7.10E-06,0.507992898,NA
36548,2/10/2004,2004,Feb,41,25,-7,NA,-3.888888889,-21.66666667,NA,-12.77777778,NA,NA,NA
36549,2/11/2004,2004,Feb,42,16,-2,0.01,-8.888888889,-18.88888889,0.254,-13.88888889,9.36E-07,0.253999064,NA
36550,2/12/2004,2004,Feb,43,18,-24,0,-7.777777778,-31.11111111,0,-19.44444444,0,0,NA
36551,2/13/2004,2004,Feb,44,22,-23,0,-5.555555556,-30.55555556,0,-18.05555556,0,0,NA
36552,2/14/2004,2004,Feb,45,35,-15,0,1.666666667,-26.11111111,0,-12.22222222,0,0,NA
36553,2/15/2004,2004,Feb,46,27,-4,0.01,-2.777777778,-20,0.254,-11.38888889,6.92E-06,0.253993083,NA
